 A2ADB1        eM-Test Expert (R)     licence #1 AAAAAAAA TECHNOLOGY INC, 

 Test Fixture Nails     816/2076 Selected Drills           2-Jun-2015 14:05
                        816 Nails,  696 Nets               INCH units

Nail         X         Y   Type Grid T/B  Net   Net Name   Virtual Pin/Via
$736       5.800     8.275   1  E7   (B)  #100  +27V_RU_N          VIA .
$737       7.800     9.275   2  G8   (B)  #100  +27V_RU_N          VIA .
$738       7.225     8.920   1  F8   (B)  #83   +27V_RU_P_RTN      VIA .
$739       8.125     9.825   1  G8   (B)  #83   +27V_RU_P_RTN    V VIA .
$740       3.825     8.400   1  D7   (B)  #83   +27V_RU_P_RTN      VIA .
$741       7.225     5.570   1  F5   (B)  #85   +27V_SV_P_RTN      VIA .
$742       8.125     6.475   1  G6   (B)  #85   +27V_SV_P_RTN    V VIA .
$743       6.475     6.905   1  F6   (B)  #85   +27V_SV_P_RTN      VIA .
$744       7.655     0.773   1  G1   (B)  #206  24V_SW             VIA .
$745       7.157     0.557   1  F1   (B)  #206  24V_SW           V PIN P4.1
$746       7.425     1.490   1  F2   (B)  #206  24V_SW             VIA .
$747       3.450     0.225   1  C1   (B)  #290  SENSE_IU           VIA .
$748       4.000     0.525   1  D1   (B)  #290  SENSE_IU         V PIN P5.7
$749       0.400     3.450   1  A3   (B)  #290  SENSE_IU           VIA .
$750       3.600     6.725   1  C6   (B)  #495  S_MAIN             PIN NP4.1
$751       3.900     6.725   1  D6   (B)  #40   SVO              V VIA .
$752       8.350    12.125   1  G10  (B)  #673  UNNAMED_43_R_I73_B   VIA .
$753       8.382    12.275   1  G10  (B)  #673  UNNAMED_43_R_I73_B   PIN R3.1
$754       8.382    11.900   1  G10  (B)  #673  UNNAMED_43_R_I73_B V PIN R5.2
$755       6.500     7.175   1  F6   (B)  #217  UNNAMED_47_BZV55B18_I266_A   VIA .
$756       7.581     6.330   1  G6   (B)  #217  UNNAMED_47_BZV55B18_I266_A   VIA .
$757       5.740     5.610   1  E5   (B)  #217  UNNAMED_47_BZV55B18_I266_A V PIN D26.1
$758       6.500     3.825   1  F4   (B)  #219  UNNAMED_48_BZV55B18_I266_A   VIA .
$759       7.581     2.980   1  G3   (B)  #219  UNNAMED_48_BZV55B18_I266_A   VIA .
$760       5.740     2.260   1  E2   (B)  #219  UNNAMED_48_BZV55B18_I266_A V PIN D39.1
$761       2.340     2.700   1  B3   (B)  #68   +15V_SENSE         VIA .
$762       2.850     2.498   1  C2   (B)  #68   +15V_SENSE         PIN C218.1
$763       3.025     2.625   1  C3   (B)  #68   +15V_SENSE       V PIN S+15V.1
$764       1.985     2.661   1  B3   (B)  #68   +15V_SENSE         VIA .
$765       6.150     8.920   1  E8   (B)  #82   +27V_RU_N_RTN      VIA .
$766       6.425     8.400   1  F7   (B)  #82   +27V_RU_N_RTN      VIA .
$767       5.125     9.630   2  E8   (B)  #82   +27V_RU_N_RTN      VIA .
$768       7.830     9.830   1  G8   (B)  #82   +27V_RU_N_RTN    V VIA .
$769       6.150     5.570   1  E5   (B)  #84   +27V_SV_N_RTN      VIA .
$770       6.425     5.050   1  F5   (B)  #84   +27V_SV_N_RTN      VIA .
$771       5.125     6.280   1  E6   (B)  #84   +27V_SV_N_RTN      VIA .
$772       7.830     6.480   1  G6   (B)  #84   +27V_SV_N_RTN    V VIA .
$773       6.150     2.220   1  E2   (B)  #86   +27V_TW_N_RTN      VIA .
$774       6.425     1.700   1  F2   (B)  #86   +27V_TW_N_RTN      VIA .
$775       5.125     2.930   2  E3   (B)  #86   +27V_TW_N_RTN      VIA .
$776       7.830     3.130   1  G3   (B)  #86   +27V_TW_N_RTN    V VIA .
$777       6.475     3.555   1  F3   (B)  #87   +27V_TW_P_RTN      VIA .
$778       7.225     2.220   1  F2   (B)  #87   +27V_TW_P_RTN      VIA .
$779       8.125     3.125   1  G3   (B)  #87   +27V_TW_P_RTN    V VIA .
$780       3.825     1.700   1  D2   (B)  #87   +27V_TW_P_RTN      VIA .
$781       1.403     1.127   1  B1   (B)  #205  24V_SE             PIN REL1.1
$782       1.025     1.127   1  A1   (B)  #205  24V_SE             VIA .
$783       0.553     0.502   1  A1   (B)  #205  24V_SE           V PIN REL2.1
$784       7.998    12.258   1  G10  (B)  #205  24V_SE           V PIN P1.1
$785       6.100     0.625   1  E1   (B)  #208  24V_SENSE        V PIN P5.50
$786       6.100     0.525   1  E1   (B)  #208  24V_SENSE        V PIN P5.49
$787       6.450     0.975   1  F1   (B)  #208  24V_SENSE          PIN 24V_SENSE.1
$788       1.075     0.375   1  A1   (B)  #208  24V_SENSE          VIA .
$789       6.000     0.625   1  E1   (B)  #204  24V_SENSE_RTN    V PIN P5.48
$790       6.000     0.525   1  E1   (B)  #204  24V_SENSE_RTN    V PIN P5.47
$791       6.450     0.850   1  F1   (B)  #204  24V_SENSE_RTN      PIN 24V_SENSE_RTN.1
$792       1.975     0.900   1  B1   (B)  #204  24V_SENSE_RTN      VIA .
$793       1.405     2.470   1  B2   (B)  #209  24V_SMPS_SENSE   V PIN TR4.1
$794       1.375     3.400   1  B3   (B)  #209  24V_SMPS_SENSE     VIA .
$795       0.525     3.375   1  A3   (B)  #209  24V_SMPS_SENSE     VIA .
$796       0.950     0.665   1  A1   (B)  #209  24V_SMPS_SENSE     VIA .
$797       9.225     1.200   1  H1   (B)  #543  DCN_LED            VIA .
$798       9.300     1.150   1  H1   (B)  #543  DCN_LED          V PIN R201.2
$799       9.225     1.100   1  H1   (B)  #543  DCN_LED            VIA .
$800       9.350     1.325   1  H2   (B)  #543  DCN_LED            PIN NP6.1
$801       2.850     2.302   1  C2   (B)  #196  GND_SENSE          PIN C218.2
$802       3.025     2.175   1  C2   (B)  #196  GND_SENSE        V PIN SGND.1
$803       2.850     2.048   1  C2   (B)  #196  GND_SENSE          PIN C234.1
$804       2.525     7.775   1  C7   (B)  #196  GND_SENSE          PIN S_GND.1
$805       6.450     1.225   1  F1   (B)  #160  HL2                PIN HL2.1
$806       5.800     0.625   1  E1   (B)  #160  HL2              V PIN P5.44
$807       5.800     0.525   1  E1   (B)  #160  HL2              V PIN P5.43
$808       2.075    12.275   1  B10  (B)  #160  HL2                VIA .
$809       3.700     0.625   1  C1   (B)  #285  SENSE_IW         V PIN P5.2
$810       3.576     0.300   1  C1   (B)  #285  SENSE_IW           VIA .
$811       0.400     3.550   1  A3   (B)  #285  SENSE_IW           VIA .
$812       2.750     4.925   1  C4   (B)  #285  SENSE_IW           PIN IW.1
$813       7.225     9.120   1  F8   (B)  #98   +27V_RU_P          VIA .
$814       5.900    10.300   1  E9   (B)  #98   +27V_RU_P        V VIA .
$815       6.575    10.545   2  F9   (B)  #98   +27V_RU_P          VIA .
$816       8.250     9.275   1  G8   (B)  #98   +27V_RU_P          VIA .
$817       4.450     8.525   1  D7   (B)  #98   +27V_RU_P          VIA .
$818       6.150     5.770   1  E5   (B)  #104  +27V_SV_N        V VIA .
$819       5.225     6.570   2  E6   (B)  #104  +27V_SV_N          VIA .
$820       5.800     4.925   1  E4   (B)  #104  +27V_SV_N          VIA .
$821       4.975     6.550   2  D6   (B)  #104  +27V_SV_N          VIA .
$822       7.800     5.925   2  G5   (B)  #104  +27V_SV_N          VIA .
$823       6.575     7.195   2  F6   (B)  #102  +27V_SV_P          VIA .
$824       6.325     7.175   2  F6   (B)  #102  +27V_SV_P          VIA .
$825       7.225     5.770   1  F5   (B)  #102  +27V_SV_P          VIA .
$826       5.900     6.950   1  E6   (B)  #102  +27V_SV_P        V VIA .
$827       8.250     5.925   1  G5   (B)  #102  +27V_SV_P          VIA .
$828       6.150     2.420   1  E2   (B)  #108  +27V_TW_N        V VIA .
$829       5.225     3.220   2  E3   (B)  #108  +27V_TW_N          VIA .
$830       5.800     1.575   1  E2   (B)  #108  +27V_TW_N          VIA .
$831       4.975     3.200   2  D3   (B)  #108  +27V_TW_N          VIA .
$832       7.800     2.575   2  G3   (B)  #108  +27V_TW_N          VIA .
$833       5.900     3.600   1  E3   (B)  #106  +27V_TW_P        V VIA .
$834       6.325     3.825   2  F4   (B)  #106  +27V_TW_P          VIA .
$835       6.575     3.845   2  F4   (B)  #106  +27V_TW_P          VIA .
$836       7.225     2.420   1  F2   (B)  #106  +27V_TW_P          VIA .
$837       8.250     2.575   1  G3   (B)  #106  +27V_TW_P          VIA .
$838       4.450     1.825   1  D2   (B)  #106  +27V_TW_P          VIA .
$839       7.350     6.975   1  F6   (B)  #126  24V_DRIVER_RTN   V VIA .
$840       6.850     4.475   1  F4   (B)  #126  24V_DRIVER_RTN     VIA .
$841       6.850     7.825   1  F7   (B)  #126  24V_DRIVER_RTN     VIA .
$842       7.350     3.625   1  F3   (B)  #126  24V_DRIVER_RTN   V VIA .
$843       7.350     1.975   1  F2   (B)  #126  24V_DRIVER_RTN     VIA .
$844       7.350    10.325   1  F9   (B)  #126  24V_DRIVER_RTN   V VIA .
$845       9.300     0.800   1  H1   (B)  #664  DCN_LED_1          VIA .
$846       9.200     0.800   1  H1   (B)  #664  DCN_LED_1          VIA .
$847       9.300     0.650   1  H1   (B)  #664  DCN_LED_1        V PIN R201.1
$848       9.300     0.900   1  H1   (B)  #664  DCN_LED_1          VIA .
$849       9.200     0.900   1  H1   (B)  #664  DCN_LED_1          VIA .
$850       9.300     0.550   1  H1   (B)  #664  DCN_LED_1          VIA .
$851       8.900     0.800   1  H1   (B)  #669  DCN_LED_3          VIA .
$852       9.000     0.800   1  H1   (B)  #669  DCN_LED_3          VIA .
$853       8.900     0.650   1  H1   (B)  #669  DCN_LED_3        V PIN R203.1
$854       8.900     0.900   1  H1   (B)  #669  DCN_LED_3          VIA .
$855       9.000     0.900   1  H1   (B)  #669  DCN_LED_3          VIA .
$856       9.000     0.550   1  H1   (B)  #669  DCN_LED_3          VIA .
$857       1.405     1.880   1  B2   (B)  #203  24V_SMPS_SENSE_RTN V PIN TR4.4
$858       0.525     1.975   1  A2   (B)  #203  24V_SMPS_SENSE_RTN   VIA .
$859       1.025     1.625   1  A2   (B)  #203  24V_SMPS_SENSE_RTN   VIA .
$860       0.675     2.950   1  A3   (B)  #203  24V_SMPS_SENSE_RTN   VIA .
$861       1.025     3.125   1  A3   (B)  #203  24V_SMPS_SENSE_RTN   VIA .
$862       0.525     3.125   1  A3   (B)  #203  24V_SMPS_SENSE_RTN   VIA .
$863       1.850     1.185   1  B1   (B)  #203  24V_SMPS_SENSE_RTN   VIA .
$864       9.007     9.590   1  H8   (B)  #17   RUN                VIA .
$865       9.007     9.702   1  H8   (B)  #17   RUN                VIA .
$866       9.120     9.477   1  H8   (B)  #17   RUN                VIA .
$867       9.120     9.814   1  H8   (B)  #17   RUN                VIA .
$868       9.007     9.477   1  H8   (B)  #17   RUN                VIA .
$869       9.007     9.814   1  H8   (B)  #17   RUN                VIA .
$870       9.232     9.477   1  H8   (B)  #17   RUN                VIA .
$871       9.232     9.814   1  H8   (B)  #17   RUN                VIA .
$872       9.007    10.456   1  H9   (B)  #19   RUP                VIA .
$873       9.007    10.568   1  H9   (B)  #19   RUP                VIA .
$874       9.120    10.344   1  H9   (B)  #19   RUP                VIA .
$875       9.120    10.680   1  H9   (B)  #19   RUP                VIA .
$876       9.007    10.344   1  H9   (B)  #19   RUP                VIA .
$877       9.007    10.680   1  H9   (B)  #19   RUP                VIA .
$878       9.232    10.344   1  H9   (B)  #19   RUP                VIA .
$879       9.232    10.680   1  H9   (B)  #19   RUP                VIA .
$880       4.550    11.725   1  D10  (B)  #227  GNDA               PIN AGND.1
$881       4.900    12.175   1  D10  (B)  #227  GNDA             V PIN P3.38
$882       5.000    12.175   1  E10  (B)  #227  GNDA             V PIN P3.36
$883       5.100    12.175   1  E10  (B)  #227  GNDA             V PIN P3.34
$884       5.200    12.175   1  E10  (B)  #227  GNDA             V PIN P3.32
$885       5.300    12.175   1  E10  (B)  #227  GNDA             V PIN P3.30
$886       0.350     8.050   1  A7   (B)  #227  GNDA               PIN A_GND.1
$887       4.100     0.625   1  D1   (B)  #227  GNDA             V PIN P5.10
$888       3.900     0.525   1  D1   (B)  #227  GNDA             V PIN P5.5
$889       5.500    12.275   1  E10  (B)  #338  I2C_SCL0_CONV    V PIN P3.25
$890       4.800     0.625   1  D1   (B)  #176  I2C_SCL0_INV     V PIN P5.24
$891       5.600    12.175   1  E10  (B)  #339  I2C_SDA0_CONV    V PIN P3.24
$892       4.800     0.525   1  D1   (B)  #177  I2C_SDA0_INV     V PIN P5.23
$893       6.625    11.750   1  F10  (B)  #340  UNNAMED_44_24C64_I2_WP V VIA .
$894       5.635     1.060   1  E1   (B)  #341  UNNAMED_45_24C64_I2_WP V VIA .
$896       4.700     0.625   1  D1   (B)  #139  GND              V PIN P5.22
$897       4.550    11.525   1  D10  (B)  #139  GND                PIN DGND.1
$898       6.700    12.175   1  F10  (B)  #139  GND              V PIN P3.2
$899       4.700     0.525   1  D1   (B)  #139  GND              V PIN P5.21
$900       5.700    12.275   1  E10  (B)  #139  GND              V PIN P3.21
$901       6.600    12.175   1  F10  (B)  #139  GND              V PIN P3.4
$902       4.600     0.625   1  D1   (B)  #139  GND              V PIN P5.20
$903       6.200    12.175   1  E10  (B)  #139  GND              V PIN P3.12
$904       4.600     0.525   1  D1   (B)  #139  GND              V PIN P5.19
$905       6.200    12.275   1  E10  (B)  #139  GND              V PIN P3.11
$908       6.165    11.475   1  E10  (B)  #90   OUT_EN_CONV      V VIA .
$909       5.500    12.175   1  E10  (B)  #90   OUT_EN_CONV      V PIN P3.26
$910       2.190     1.127   1  B1   (B)  #497  R_MAIN             PIN REL1.10
$911       1.340     0.502   1  B1   (B)  #495  S_MAIN             PIN REL2.10
$912       5.900     0.625   1  E1   (B)  #161  24V_HL2          V PIN P5.46
$913       6.450     1.100   1  F1   (B)  #161  24V_HL2            PIN 24V_HL2.1
$914       5.900     0.525   1  E1   (B)  #161  24V_HL2          V PIN P5.45
$915       0.400     4.200   1  A4   (B)  #228  V-15V              VIA .
$916       3.800     0.525   1  D1   (B)  #228  V-15V            V PIN P5.3
$917       4.800    12.275   1  D10  (B)  #228  V-15V            V PIN P3.39
$918       2.475     4.300   1  B4   (B)  #226  V+15V              VIA .
$919       2.670     9.039   1  C8   (B)  #226  V+15V              VIA .
$920       3.800     0.625   1  D1   (B)  #226  V+15V            V PIN P5.4
$921       4.550    11.825   1  D10  (B)  #226  V+15V              PIN +15V.1
$922       0.400     4.101   1  A4   (B)  #226  V+15V              VIA .
$923       4.800    12.175   1  D10  (B)  #226  V+15V            V PIN P3.40
$924       2.800     4.300   1  C4   (B)  #226  V+15V              VIA .
$925       4.900     0.625   1  D1   (B)  #178  VCC              V PIN P5.26
$926       4.550    11.625   1  D10  (B)  #178  VCC                PIN VCC.1
$927       6.325     7.905   1  F7   (B)  #178  VCC                VIA .
$928       5.000     0.625   1  E1   (B)  #178  VCC              V PIN P5.28
$929       5.600    12.275   1  E10  (B)  #178  VCC              V PIN P3.23
$930       4.900     0.525   1  D1   (B)  #178  VCC              V PIN P5.25
$931       5.700    12.175   1  E10  (B)  #178  VCC              V PIN P3.22
$932       5.000     0.525   1  E1   (B)  #178  VCC              V PIN P5.27
$933       6.100    12.175   1  E10  (B)  #178  VCC              V PIN P3.14
$934       6.075     0.830   1  E1   (B)  #178  VCC                VIA .
$935       6.100    12.275   1  E10  (B)  #178  VCC              V PIN P3.13

